Player,Span,Matches,Innings,Overs,Mdns,Runs,Wickets,BBI,Average,Economy,SR,4,5,Column 12
E Rukiriza (RWN),2023-2023,28,26,86.4,0,540,29,4/15,18.62,6.23,17.9,1,0,
G Sesay (SLE),2021-2023,25,23,66.3,0,400,29,4/11,13.79,6.01,13.7,1,0,
Shahil Momin (Aut),2021-2023,24,24,83.3,1,533,29,4/19,18.37,6.38,17.2,2,0,
Sirajullah Khadim (PORT),2021-2023,18,18,64.3,3,336,29,5/17,11.58,5.20,13.3,0,1,
Taranjeet Singh (ROM),2021-2023,24,24,79.0,2,531,29,4/17,18.31,6.72,16.3,2,0,
RD Berrington (SCOT),2008-2023,85,41,86.2,0,660,28,3/17,23.57,7.64,18.5,0,0,
F Damiao Couana (MOZ),2019-2023,30,27,88.1,3,571,28,5/19,20.39,6.47,18.8,0,1,
A Dananjaya (SL),2012-2021,31,31,110.5,1,909,28,3/36,32.46,8.20,23.7,0,0,
RM Haq (SCOT),2007-2013,21,20,75.0,1,472,28,3/20,16.85,6.29,16.0,0,0,
KM Jarvis (ZIM),2011-2019,22,22,74.4,0,665,28,3/15,23.75,8.90,16.0,0,0,
D Klein (GER),2020-2023,23,23,88.0,0,536,28,3/31,19.14,6.09,18.8,0,0,
B Lee (AUS),2005-2012,25,25,90.5,0,714,28,3/23,25.50,7.86,19.4,0,0,
DP Nannes (AUS/NED),2009-2010,17,16,61.0,2,459,28,4/18,16.39,7.52,13.0,1,0,
BA Pai (GIBR),2019-2023,31,29,102.0,1,642,28,3/13,22.92,6.29,21.8,0,0,
IK Pathan (IND),2006-2012,24,23,77.0,1,618,28,3/16,22.07,8.02,16.5,0,0,
Rubel Hossain (BAN),2009-2021,28,27,96.3,0,912,28,3/31,32.57,9.45,20.6,0,0,
Samiullah Shinwari (AFG),2010-2022,65,38,105.4,0,688,28,5/13,24.57,6.51,22.6,1,1,
Shoaib Malik (ICC/PAK),2006-2021,124,49,95.0,0,675,28,2/7,24.10,7.10,20.3,0,0,
SW Tait (AUS),2007-2016,21,21,79.4,2,589,28,3/13,21.03,7.39,17.0,0,0,
A Vala (PNG),2015-2023,53,29,68.5,1,445,28,3/7,15.89,6.46,14.7,0,0,
Yasir Ali (ESP),2019-2022,27,23,70.4,0,428,28,3/8,15.28,6.05,15.1,0,0,
Yuvraj Singh (IND),2007-2017,58,31,70.4,0,499,28,3/17,17.82,7.06,15.1,0,0,
Zaker Taqawi (SWE),2022-2023,14,14,47.3,2,270,28,5/17,9.64,5.68,10.1,1,2,
Amar Sharma (MLT),2020-2023,36,35,120.3,0,952,27,3/23,35.25,7.90,26.7,0,0,
HS Baidwan (CAN),2008-2013,17,17,53.5,1,411,27,4/19,15.22,7.63,11.9,1,0,
LA Burns (ESP),2022-2023,17,17,58.4,0,326,27,5/11,12.07,5.55,13.0,0,1,
BFW de Leede (NED),2018-2022,31,22,56.0,0,449,27,3/19,16.62,8.01,12.4,0,0,
Fazalhaq Farooqi (AFG),2021-2023,24,24,90.4,3,590,27,3/11,21.85,6.50,20.1,0,0,
ST Finn (ENG),2011-2015,21,21,80.0,0,583,27,3/16,21.59,7.28,17.7,0,0,
Kaleem Sana (CAN),2022-2023,16,16,59.5,4,337,27,4/18,12.48,5.63,13.2,2,0,
PK Matautaava (VAN),2019-2023,23,20,68.0,3,416,27,3/10,15.40,6.11,15.1,0,0,
J Miyaji (UGA),2022-2022,18,17,56.0,3,334,27,3/7,12.37,5.96,12.4,0,0,
Mohammad Ghazanfar (HKG),2019-2023,24,24,77.2,1,499,27,3/16,18.48,6.45,17.1,0,0,
E Otieno (KENYA),2012-2022,31,31,88.5,3,633,27,3/16,23.44,7.12,19.7,0,0,
Sarfaraz Ali (BHR),2019-2023,37,31,92.4,0,661,27,4/12,24.48,7.13,20.5,2,0,
OF Smith (WI),2018-2023,27,26,75.0,0,772,27,3/29,28.59,10.29,16.6,0,0,
B Stanlake (AUS),2017-2019,19,19,70.0,2,544,27,4/8,20.14,7.77,15.5,1,0,
I Udana (SL),2009-2021,35,32,105.1,1,915,27,3/11,33.88,8.70,23.3,0,0,
S Vashisht (ROM),2019-2023,26,25,83.1,4,506,27,4/22,18.74,6.08,18.4,2,0,
CR Woakes (ENG),2011-2023,29,29,90.3,1,720,27,3/4,26.66,7.95,20.1,0,0,
KJ Abbott (SA),2013-2016,21,21,72.4,0,579,26,3/20,22.26,7.96,16.7,0,0,
Gulbadin Naib (AFG),2012-2023,60,39,98.1,1,801,26,3/28,30.80,8.15,22.6,0,0,
AS Joseph (WI),2022-2023,16,16,61.0,0,493,26,5/40,18.96,8.08,14.0,1,1,
Khalid Ahmadi (Belg),2020-2023,18,18,64.4,1,388,26,4/5,14.92,6.00,14.9,2,0,
Mohammad Nadeem (OMA),2015-2023,42,40,112.0,0,813,26,4/23,31.26,7.25,25.8,1,0,
JA Morkel (SA),2005-2015,50,46,107.5,2,864,26,3/12,33.23,8.01,24.8,0,0,
V Saini (ROM),2020-2023,33,33,102.0,0,742,26,4/12,28.53,7.27,23.5,1,0,
CA Soper (PNG),2015-2022,23,22,68.1,0,441,26,3/11,16.96,6.46,15.7,0,0,
MC Sorensen (IRE),2012-2016,26,22,65.0,2,471,26,3/17,18.11,7.24,15.0,0,0,
BA Stokes (ENG),2011-2022,43,36,102.0,1,856,26,3/26,32.92,8.39,23.5,0,0,
P Utseya (ZIM),2006-2015,35,35,124.5,2,858,26,3/25,33.00,6.87,28.8,0,0,
SA Ahmad (DEN),2019-2023,29,24,72.0,4,402,25,3/9,16.08,5.58,17.2,0,0,
Anwar Rahman (MAL),2019-2023,22,20,61.4,1,373,25,4/16,14.92,6.04,14.8,1,0,
SE Bond (NZ),2005-2010,20,20,77.3,2,543,25,3/18,21.72,7.00,18.6,0,0,
JA Burrows (IOM),2020-2023,19,18,55.5,0,445,25,4/10,17.80,7.97,13.4,2,0,
C Campher (IRE),2021-2023,41,33,91.1,2,730,25,4/25,29.20,8.00,21.8,2,0,
Harbhajan Singh (IND),2006-2016,28,27,102.0,5,633,25,4/12,25.32,6.20,24.4,1,0,
BE Hendricks (SA),2014-2021,19,19,68.1,0,627,25,4/14,25.08,9.19,16.3,1,0,
KS Leverock (BER),2019-2023,29,24,76.4,1,525,25,4/28,21.00,6.84,18.4,1,0,
Mohammad Hasnain (PAK),2019-2022,27,26,101.0,0,853,25,3/37,34.12,8.44,24.2,0,0,
KV Morea (PNG),2021-2023,15,15,51.0,0,373,25,5/9,14.92,7.31,12.2,2,1,
Nadeem Ahmed (HKG),2014-2017,24,24,82.3,3,546,25,4/21,21.84,6.61,19.8,1,0,
CO Obuya (KENYA),2007-2023,59,25,65.2,1,452,25,4/27,18.08,6.91,15.6,1,0,
NK Patel (USA),2019-2022,17,17,59.0,1,308,25,4/17,12.32,5.22,14.1,1,0,
RR Patel (KENYA),2008-2023,61,26,68.5,1,397,25,3/19,15.88,5.76,16.5,0,0,
KMA Paul (WI),2018-2022,23,23,77.0,0,700,25,5/15,28.00,9.09,18.4,0,1,
LE Plunkett (ENG),2006-2019,22,22,79.2,1,627,25,3/21,25.08,7.90,19.0,0,0,
N Pokana (PNG),2016-2023,27,26,82.5,2,555,25,3/21,22.20,6.70,19.8,0,0,
Ravi Bishnoi (IND),2022-2023,16,16,62.4,0,427,25,4/16,17.08,6.81,15.0,1,0,
B Regmi (NEP),2014-2019,18,18,62.1,0,405,25,4/16,16.20,6.51,14.9,1,0,
SMSM Senanayake (SL),2012-2016,24,23,81.0,0,549,25,4/46,21.96,6.77,19.4,1,0,
MD Shanaka (SL),2015-2023,88,41,66.1,0,538,25,3/16,21.52,8.13,15.8,0,0,
DS Airee (NEP),2018-2023,47,25,70.2,2,422,24,4/18,17.58,6.00,17.5,2,0,
FA Allen (WI),2018-2022,34,29,86.5,1,646,24,2/18,26.91,7.43,21.7,0,0,
G Bakiweyem (GHA),2019-2023,27,27,79.2,2,518,24,3/16,21.58,6.52,19.8,0,0,
TT Bresnan (ENG),2006-2014,34,34,110.3,1,887,24,3/10,36.95,8.02,27.6,0,0,
N Dutta (CAN),2019-2023,22,22,70.3,1,444,24,4/12,18.50,6.29,17.6,1,0,
PF Gallagher (Fin),2019-2023,22,19,71.5,0,441,24,3/17,18.37,6.13,17.9,0,0,
Haseeb Amjad (HKG),2014-2016,18,18,61.2,3,453,24,4/16,18.87,7.38,15.3,1,0,
C Karunaratne (SL),2021-2023,42,39,113.5,0,953,24,2/22,39.70,8.37,28.4,0,0,
Mohammed Shami (IND),2014-2022,23,23,79.3,1,711,24,3/15,29.62,8.94,19.8,0,0,
A Nanda (LUX),2019-2023,24,23,71.2,0,557,24,5/6,23.20,7.80,17.8,0,1,
RJ Peterson (SA),2006-2014,21,19,59.5,1,451,24,3/28,18.79,7.53,14.9,0,0,
J Theron (SA/USA),2010-2022,18,18,62.2,0,477,24,4/27,19.87,7.65,15.5,1,0,
P Useni (NGA),2021-2023,25,25,71.5,4,412,24,3/7,17.16,5.73,17.9,0,0,
Atif Mehmood (ESP),2019-2023,23,22,70.5,4,399,23,4/6,17.34,5.63,18.4,1,0,
KS Bagabena (GHA),2019-2023,31,29,69.1,1,497,23,5/9,21.60,7.18,18.0,1,1,
IG Butler (NZ),2009-2013,19,18,59.4,1,481,23,3/19,20.91,8.06,15.5,0,0,
Hamza Tahir (SCOT),2018-2022,15,15,58.0,1,493,23,4/30,21.43,8.50,15.1,1,0,
AR McBrine (IRE),2014-2022,32,26,68.0,0,487,23,2/7,21.17,7.16,17.7,0,0,
M Magagula (SWA/SWZ),2021-2022,19,18,58.0,0,507,23,3/12,22.04,8.74,15.1,0,0,
Nasrulla Rana (HKG),2019-2023,20,20,50.5,1,391,23,6/12,17.00,7.69,13.2,1,1,
PADLR Sandakan (SL),2017-2021,20,20,76.4,1,557,23,4/23,24.21,7.26,20.0,1,0,
RJ Sidebottom (ENG),2007-2010,18,18,61.1,0,437,23,3/16,19.00,7.14,15.9,0,0,
MP Stoinis (AUS),2015-2023,54,31,78.2,0,671,23,3/18,29.17,8.56,20.4,0,0,
JTS Sumerauer (JER),2019-2023,28,27,74.4,0,571,23,4/22,24.82,7.64,19.4,1,0,
Waqas Ahmad (MLT),2023-2023,15,15,57.3,1,413,23,5/11,17.95,7.18,15.0,0,1,
S Wickramasekara (CZK-R),2019-2023,34,28,86.2,2,620,23,5/15,26.95,7.18,22.5,1,1,
Awais Malik (QAT),2019-2020,18,18,57.0,1,446,22,3/19,20.27,7.82,15.5,0,0,
DL Brangman (BER),2019-2023,16,16,46.0,4,264,22,5/19,12.00,5.73,12.5,1,1,
FA Cossa (MOZ),2019-2023,29,26,81.1,3,517,22,3/18,23.50,6.36,22.1,0,0,
Ibrahim Hassan (MDV),2019-2023,30,30,83.0,1,669,22,5/24,30.40,8.06,22.6,0,1,
C Kyewuta (UGA),2021-2022,19,19,65.0,4,415,22,4/5,18.86,6.38,17.7,2,0,
KA Maharaj (SA),2021-2023,26,26,86.5,1,645,22,2/21,29.31,7.42,23.6,0,0,
KP Meiyappan (UAE),2021-2022,14,14,48.0,0,335,22,4/25,15.22,6.97,13.0,1,0,
Mohammad Kamran (ESP),2022-2023,19,18,67.1,1,351,22,5/9,15.95,5.22,18.3,1,1,
Muhammad Wafiq (MAL),2019-2023,23,22,76.4,3,558,22,3/10,25.36,7.27,20.9,0,0,
GBW Munaweera (QAT),2019-2022,23,23,72.0,0,546,22,2/18,24.81,7.58,19.6,0,0,
J Rasu (VAN),2019-2023,28,16,52.5,1,341,22,5/36,15.50,6.45,14.4,0,1,
EB Ringera (KENYA),2019-2023,22,19,58.5,0,398,22,4/16,18.09,6.76,16.0,2,0,
C Rumistrzewicz (ESP),2021-2023,18,16,60.2,3,299,22,4/24,13.59,4.95,16.4,1,0,
MN Samuels (WI),2007-2018,67,30,79.5,0,622,22,3/23,28.27,7.79,21.7,0,0,
Shiraz Khan (KUW),2019-2023,36,36,114.0,2,778,22,3/12,35.36,6.82,31.0,0,0,
Sultan Ahmed (UAE),2017-2022,25,25,82.3,5,486,22,4/9,22.09,5.89,22.5,1,0,
RJW Topley (ENG),2015-2022,22,22,78.1,0,649,22,3/22,29.50,8.30,21.3,0,0,
B White (IRE),2021-2023,20,19,68.0,0,513,22,2/10,23.31,7.54,18.5,0,0,
R Abdulkareem (NGA),2021-2023,22,21,53.0,2,294,21,3/6,14.00,5.54,15.1,0,0,
B Arora (MLT),2019-2023,48,39,103.3,0,818,21,3/20,38.95,7.90,29.5,0,0,
Ashwin Vinod (SUI),2021-2023,17,17,60.0,2,393,21,3/18,18.71,6.55,17.1,0,0,
LT Bichard (GUE),2020-2023,16,16,56.0,2,350,21,4/20,16.66,6.25,16.0,1,0,
AC Botha (IRE),2008-2010,14,10,34.0,0,184,21,3/14,8.76,5.41,9.7,0,0,
MG Bracewell (NZ),2022-2023,16,14,40.5,1,219,21,3/5,10.42,5.36,11.6,0,0,
JP Duminy (SA),2007-2019,81,41,77.1,0,599,21,3/18,28.52,7.76,22.0,0,0,
V Ganesan (GER),2019-2023,43,33,88.0,1,512,21,3/11,24.38,5.81,25.1,0,0,
OD Hald (DEN),2019-2023,23,21,58.3,1,391,21,3/5,18.61,6.68,16.7,0,0,
Junaid Khan (PORT),2021-2023,17,17,60.0,1,357,21,3/18,17.00,5.95,17.1,0,0,
Kaleemullah (OMA),2017-2022,25,25,78.0,3,527,21,3/23,25.09,6.75,22.2,0,0,
PK Langat (KENYA),2021-2023,17,13,33.4,2,204,21,6/17,9.71,6.05,9.6,0,1,
A Krishna (SGP),2019-2023,16,16,53.5,1,426,21,4/28,20.28,7.91,15.3,1,0,
P Malav (LUX),2020-2023,25,24,74.3,0,559,21,3/22,26.61,7.50,21.2,0,0,
HV Mandhyan (HUN),2021-2022,17,16,63.4,1,474,21,3/30,22.57,7.44,18.1,0,0,
Mohammad Sami (PAK),2010-2016,13,13,46.0,0,387,21,3/16,18.42,8.41,13.1,0,0,
Najjam Shahzad (PORT),2019-2023,22,22,65.2,0,444,21,3/25,21.14,6.79,18.6,0,0,
Rahmatullah Mangal (Fran),2021-2023,18,18,56.1,2,350,21,4/12,16.66,6.23,16.0,1,0,
Rizwan Haider (MAL),2022-2023,19,17,51.0,1,360,21,4/34,17.14,7.05,14.5,1,0,
Sahel Zadran (Aut),2021-2023,28,28,78.4,1,633,21,5/13,30.14,8.04,22.4,0,1,
HAM Shah (DEN),2019-2023,26,15,42.5,1,248,21,4/19,11.80,5.78,12.2,2,0,
O Thomas (WI),2018-2021,20,19,64.0,1,602,21,5/28,28.66,9.40,18.2,0,1,
LV van Beek (NED),2014-2022,23,21,62.4,1,492,21,4/27,23.42,7.85,17.9,1,0,
Abdul Razzaq (PAK),2006-2013,32,22,56.3,2,395,20,3/13,19.75,6.99,16.9,0,0,
F Akankwasa (UGA),2020-2022,32,20,59.4,0,379,20,4/10,18.95,6.35,17.9,1,0,
A Ashokan (CZK-R),2019-2023,31,25,74.5,1,580,20,3/32,29.00,7.75,22.4,0,0,
DAJ Bracewell (NZ),2011-2021,20,18,51.4,0,470,20,3/25,23.50,9.09,15.5,0,0,
HA Chohan (TAN),2021-2022,23,21,63.0,1,389,20,4/15,19.45,6.17,18.9,1,0,
WJ Cope (LUX),2020-2023,30,22,62.0,1,475,20,4/18,23.75,7.66,18.6,1,0,
FH Edwards (WI),2007-2021,26,26,74.5,0,617,20,3/23,30.85,8.24,22.4,0,0,
JEC Franklin (NZ),2006-2013,38,26,54.3,0,417,20,4/15,20.85,7.65,16.3,1,0,
CH Gayle (WI),2006-2021,79,30,63.3,0,440,20,2/15,22.00,6.92,19.0,0,0,
Haroon Arshad (HKG),2019-2023,28,26,60.3,1,491,20,5/16,24.55,8.11,18.1,1,1,
AF Ifill (CAY),2019-2023,19,19,63.4,2,420,20,3/24,21.00,6.59,19.1,0,0,
D Jakiel (MWI/ZIM),2019-2023,15,15,55.0,2,376,20,5/11,18.80,6.83,16.5,0,1,
SA Mohandas (HUN),2021-2023,20,19,66.0,0,510,20,3/26,25.50,7.72,19.8,0,0,
T Panyangara (ZIM),2013-2016,14,14,50.3,1,398,20,4/37,19.90,7.88,15.1,1,0,
AM Phangiso (SA),2012-2018,16,16,57.0,0,443,20,3/25,22.15,7.77,17.1,0,0,
Saud Munir (DEN),2022-2023,13,13,45.4,1,287,20,5/21,14.35,6.28,13.7,0,1,
Shafiul Islam (BAN),2010-2020,20,20,66.4,1,532,20,3/36,26.60,7.98,20.0,0,0,
PR Stirling (IRE),2009-2023,131,42,91.0,1,679,20,3/21,33.95,7.46,27.3,0,0,
C Viljoen (NAM),2019-2019,12,12,37.1,0,236,20,5/9,11.80,6.34,11.1,1,1,
Adnan Idrees (KUW),2019-2023,26,17,43.5,0,369,19,3/17,19.42,8.41,13.8,0,0,
SKA Awiah (GHA),2021-2023,28,18,50.1,0,348,19,5/23,18.31,6.93,15.8,0,1,
NW Bracken (AUS),2006-2009,19,19,62.5,2,438,19,3/11,23.05,6.97,19.8,0,0,
MG Erasmus (NAM),2019-2022,41,21,58.1,0,316,19,3/12,16.63,5.43,18.3,0,0,
DR Hooper (GUE),2019-2023,24,23,78.5,0,592,19,3/5,31.15,7.50,24.8,0,0,
DJ Hussey (AUS),2008-2012,39,25,60.1,1,392,19,3/25,20.63,6.51,19.0,0,0,
ST Jayasuriya (SL),2006-2011,31,24,61.5,0,456,19,3/21,24.00,7.37,19.5,0,0,
NR Johns-Wickberg (SRB),2021-2023,19,17,57.3,3,393,19,3/6,20.68,6.83,18.1,0,0,
HJ Manenti (ITA),2022-2023,10,10,38.3,2,249,19,4/29,13.10,6.46,12.1,1,0,
R Nehonde (BOT),2019-2023,34,21,53.5,0,388,19,4/7,20.42,7.20,17.0,2,0,
SN Netravalkar (USA),2019-2022,20,20,63.0,2,398,19,5/12,20.94,6.31,19.8,0,1,
SH Obed (VAN),2019-2023,22,16,43.0,0,287,19,4/29,15.10,6.67,13.5,1,0,
JDP Oram (NZ),2005-2012,36,32,91.0,0,793,19,3/33,41.73,8.71,28.7,0,0,
Raja Adeel (ESP),2019-2022,20,20,68.0,1,385,19,3/18,20.26,5.66,21.4,0,0,
JA Richardson (AUS),2017-2022,18,18,66.0,0,556,19,3/26,29.26,8.42,20.8,0,0,
R Sakurano-Thomas (JPN),2022-2023,14,14,45.0,0,276,19,5/17,14.52,6.13,14.2,0,1,
Ali Nayyer (SUI),2021-2023,18,18,64.4,0,513,19,3/25,27.00,7.93,20.4,0,0,
Shagharai Sefat (Belg),2021-2023,10,10,37.0,0,247,19,3/13,13.00,6.67,11.6,0,0,
Shoaib Akhtar (PAK),2006-2010,15,15,53.0,3,432,19,3/38,22.73,8.15,16.7,0,0,
Tanwir Afzal (HKG),2014-2016,21,21,71.0,2,509,19,2/8,26.78,7.16,22.4,0,0,
H Thaker (CAN),2019-2023,23,18,58.0,4,328,19,4/20,17.26,5.65,18.3,1,0,
BM Tickner (NZ),2019-2023,18,18,56.5,0,536,19,4/27,28.21,9.43,17.9,1,0,
A Venkatesh (SWE),2021-2022,16,12,35.2,0,224,19,4/21,11.78,6.33,11.1,1,0,
JM Anderson (ENG),2007-2009,19,19,70.2,1,552,18,3/23,30.66,7.84,23.4,0,0,
JC Archer (ENG),2019-2023,15,15,58.0,1,444,18,4/33,24.66,7.65,19.3,1,0,
U Aryaman Sunil (SGP),2019-2022,25,24,75.0,0,666,18,3/33,37.00,8.88,25.0,0,0,
J Baguma (UGA),2022-2022,13,12,40.1,1,228,18,4/14,12.66,5.67,13.3,1,0,
SJ Benn (WI),2008-2016,24,24,84.0,3,606,18,4/6,33.66,7.21,28.0,1,0,
DA Blignaut (GER),2021-2023,29,21,45.4,1,341,18,4/18,18.94,7.46,15.2,1,0,
PW Borren (NED),2008-2017,43,30,87.4,0,603,18,2/19,33.50,6.87,29.2,0,0,
J Butler (IOM),2020-2023,15,13,37.3,0,277,18,4/12,15.38,7.38,12.5,1,0,
Dawood Ahmadzai (Fran),2021-2023,18,18,62.0,1,393,18,3/11,21.83,6.33,20.6,0,0,
M Dixit (LUX),2019-2023,26,26,73.5,0,573,18,3/19,31.83,7.76,24.6,0,0,
AC Douglas (BER),2019-2023,21,11,31.2,0,193,18,5/18,10.72,6.15,10.4,0,1,
NT Ellis (AUS),2021-2023,8,8,30.0,1,214,18,4/28,11.88,7.13,10.0,1,0,
Fanyan Mughal (MLT),2023-2023,20,20,63.3,1,468,18,3/15,26.00,7.37,21.1,0,0,
CRD Fernando (SL),2006-2016,18,18,63.0,3,464,18,3/19,25.77,7.36,21.0,0,0,
Habib Khan (EST),2021-2022,12,12,41.1,0,281,18,4/16,15.61,6.82,13.7,1,0,
Hasan Mahmud (BAN),2020-2023,17,17,59.0,1,445,18,3/47,24.72,7.54,19.6,0,0,
HMRKB Herath (SL),2011-2016,17,17,60.5,3,373,18,5/3,20.72,6.13,20.2,0,1,
Izatullah Dawlatzai (AFG/GER),2012-2020,16,16,54.5,0,382,18,3/23,21.22,6.96,18.2,0,0,
J Kariko (PNG),2023-2023,10,10,36.5,1,145,18,4/11,8.05,3.93,12.2,1,0,
L Karlsson (SWE),2021-2022,16,15,42.5,1,266,18,4/20,14.77,6.21,14.2,1,0,
LS Livingstone (ENG),2017-2023,33,23,59.0,0,501,18,3/17,27.83,8.49,19.6,0,0,
Lucky Ali (DEN),2019-2023,21,15,48.0,3,244,18,3/15,13.55,5.08,16.0,0,0,
Mosaddek Hossain (BAN),2016-2022,33,26,55.1,1,398,18,5/20,22.11,7.21,18.3,0,1,
Murid Ekrami (Belg),2019-2023,21,21,65.3,0,443,18,2/16,24.61,6.76,21.8,0,0,
Noman Amjad (Fran),2021-2023,18,16,51.5,0,397,18,3/24,22.05,7.65,17.2,0,0,
Nouman Sarwar (QAT),2019-2019,14,13,34.5,1,267,18,4/14,14.83,7.66,11.6,1,0,
H Rathod (QAT),2023-2023,11,11,35.1,0,217,18,4/29,12.05,6.17,11.7,1,0,
K Santokie (WI),2011-2014,12,12,40.5,0,278,18,4/21,15.44,6.80,13.6,1,0,
Sazib Bhuiyan (CZK-R),2022-2023,15,13,39.5,0,334,18,3/24,18.55,8.38,13.2,0,0,
LA Simango (MOZ),2019-2022,21,19,47.3,2,322,18,2/11,17.88,6.77,15.8,0,0,
ACF Stokes (GUE),2019-2022,16,16,57.2,0,339,18,3/18,18.83,5.91,19.1,0,0,
SB Styris (NZ),2005-2010,31,21,51.3,0,349,18,3/5,19.38,6.77,17.1,0,0,
Tamoor Sajjad (QAT),2019-2020,16,16,58.1,1,398,18,3/11,22.11,6.84,19.3,0,0,
SR Thompson (IRE),2014-2019,41,30,79.0,0,670,18,4/18,37.22,8.48,26.3,1,0,
LL Tsotsobe (SA),2009-2014,23,23,78.0,2,541,18,3/16,30.05,6.93,26.0,0,0,
HA Varaiya (KENYA),2007-2013,25,24,77.2,2,461,18,2/10,25.61,5.96,25.7,0,0,
LJ Wright (ENG),2007-2014,51,23,55.0,0,465,18,2/24,25.83,8.45,18.3,0,0,
Zeeshan Kukikhel (HUN),2021-2023,15,13,44.1,2,369,18,3/31,20.50,8.35,14.7,0,0,
Asad Ali Rehemtulla (BUL),2020-2022,16,15,46.4,0,404,17,4/24,23.76,8.65,16.4,1,0,
Ashiqullah Said (Belg),2019-2021,12,12,44.0,0,251,17,3/15,14.76,5.70,15.5,0,0,
R Bakum (GHA),2019-2023,33,12,33.1,1,235,17,5/26,13.82,7.08,11.7,1,1,
Basil Hameed (UAE),2020-2023,36,20,43.0,1,304,17,3/20,17.88,7.06,15.1,0,0,
S Bodha (GIBR),2022-2023,19,19,53.5,0,453,17,3/26,26.64,8.41,19.0,0,0,
HL Carlyon (JER),2019-2023,30,23,56.0,1,302,17,3/14,17.76,5.39,19.7,0,0,
AB Dinda (IND),2009-2012,9,9,30.0,1,245,17,4/19,14.41,8.16,10.5,1,0,
Faheem Nazir (SUI),2022-2023,14,13,39.1,0,273,17,3/14,16.05,6.97,13.8,0,0,
BC Fortuin (SA),2019-2023,17,17,51.0,1,395,17,3/16,23.23,7.74,18.0,0,0,
JOA Gordon (CAN),2013-2023,12,12,40.5,0,301,17,3/6,17.70,7.37,14.4,0,0,
Hisham Sheikh (KSA),2021-2023,21,18,54.1,2,414,17,4/12,24.35,7.64,19.1,2,0,
Ilyas Ahmed (KUW),2019-2023,14,14,47.0,0,354,17,3/17,20.82,7.53,16.5,0,0,
Ishtiaq Ahmad (KSA),2021-2023,16,16,57.3,0,399,17,5/27,23.47,6.93,20.2,0,1,
Junaid Aziz (BHR),2020-2023,27,13,27.0,0,237,17,5/5,13.94,8.77,9.5,0,1,
SI Kamea (PNG),2022-2023,14,14,49.2,1,359,17,3/28,21.11,7.27,17.4,0,0,
Z Khan (IND),2006-2012,17,17,58.4,0,448,17,4/19,26.35,7.63,20.7,1,0,
CK Langeveldt (SA),2005-2010,9,9,33.0,0,241,17,4/19,14.17,7.30,11.6,1,0,
LC Le Tissier (GUE),2019-2023,20,13,44.0,0,271,17,3/17,15.94,6.15,15.5,0,0,
R McLaren (SA),2009-2014,12,12,43.5,0,332,17,5/19,19.52,7.57,15.4,0,1,
A Morris (CAY),2019-2023,12,12,44.0,1,263,17,4/26,15.47,5.97,15.5,1,0,
S Nsubuga (UGA),2023-2023,15,15,42.1,0,294,17,3/22,17.29,6.97,14.8,0,0,
YI Patel (KUW),2022-2023,18,18,67.0,0,386,17,4/22,22.70,5.76,23.6,1,0,
CAK Rajitha (SL),2016-2023,18,18,66.0,1,615,17,3/29,36.17,9.31,23.2,0,0,
MJG Rippon (NED/NZ),2013-2022,19,18,54.4,2,347,17,3/8,20.41,6.34,19.2,0,0,
B Shikongo (NAM),2019-2022,22,21,50.0,1,320,17,2/4,18.82,6.40,17.6,0,0,
SPD Smith (AUS),2010-2022,63,17,48.3,1,377,17,3/20,22.17,7.77,17.1,0,0,
RJ Trott (BER),2008-2021,21,19,59.3,1,388,17,4/15,22.82,6.52,21.0,1,0,
Usman Khan (Fran),2021-2023,13,11,34.2,1,212,17,4/17,12.47,6.17,12.1,1,0,
SMK Waththage (CZK-R),2019-2022,19,19,59.0,5,434,17,3/4,25.52,7.35,20.8,0,0,
BTJ Wheal (SCOT),2016-2022,17,17,59.2,0,487,17,3/20,28.64,8.20,20.9,0,0,
M Yunusu Issa (TAN),2022-2023,31,18,42.0,0,330,17,3/24,19.41,7.85,14.8,0,0,
Zain Ul Abidin (KSA),2021-2023,20,20,69.2,1,434,17,2/10,25.52,6.25,24.4,0,0,
V Zimonjic (SRB),2021-2023,19,18,59.1,3,404,17,3/26,23.76,6.82,20.8,0,0,
Aftab Hussain (HKG),2020-2022,10,10,38.0,1,248,16,3/14,15.50,6.52,14.2,0,0,
Avesh Khan (IND),2022-2023,16,15,50.2,1,454,16,4/18,28.37,9.01,18.8,1,0,
GK Berg (ITA),2021-2023,15,12,41.0,0,251,16,4/14,15.68,6.12,15.3,1,0,
RS Bopara (ENG),2008-2014,38,21,53.4,1,387,16,4/10,24.18,7.21,20.1,1,0,
E Chigumbura (ZIM),2006-2020,57,21,46.0,0,427,16,4/31,26.68,9.28,17.2,1,0,
PD Collingwood (ENG/World),2005-2017,36,20,39.0,0,347,16,4/22,21.68,8.89,14.6,1,0,
M Cope (LUX),2019-2021,10,10,35.4,0,321,16,3/16,20.06,9.00,13.3,0,0,
A Dhingra (LUX),2021-2023,17,17,52.3,1,421,16,2/26,26.31,8.01,19.6,0,0,
GD Drummond (SCOT),2008-2013,17,17,55.0,1,381,16,3/20,23.81,6.92,20.6,0,0,
A Gbla (SLE),2021-2023,21,13,32.2,0,212,16,5/16,13.25,6.55,12.1,1,1,
SC Getkate (IRE),2019-2022,30,21,55.0,0,463,16,3/20,28.93,8.41,20.6,0,0,
